0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
33.1,19271001,17.1,10.2,3.3,1.2,0.3,0,49.9,36.5,19,12.2,4.6
36.2,19271101,17.4,11.9,5,2.6,0.7,0,46.3,34.4,19.1,12.1,5.5
38.8,19271201,14.2,8.1,2.7,1.1,0.1,0,47,34.6,18.7,10.9,4.8
39.9,19280101,24.3,14.5,4.8,2.4,0.4,0,35.9,27.1,14.3,7.8,3.3
41.2,19280201,24.2,14.4,4.3,1.3,0.3,0,34.5,23.8,9.8,4.2,1.1
42.1,19280301,26.1,16.6,4.4,1.2,0.1,0,31.6,21.4,8.8,4.4,1.4
45.7,19280401,24.9,14.8,4.4,2,0.5,0,29.4,18.8,7.6,3.9,1.4
49.4,19280501,28.1,16.1,5.5,2.5,0.5,0,22.6,12.7,4.1,1.9,0.5
48.7,19280601,21.5,10.5,2.5,1,0.2,0,29.8,19.6,8.4,5,2.3
44.8,19280701,21.5,10.9,2.5,1,0.3,0,33.8,22.3,9.2,4.6,1.5
39.4,19280801,26.5,16.1,5.1,2.1,0.5,0,34.3,23.3,10,5.1,2.2
39,19280901,35,23.7,10.1,4.9,1.3,0,26,16.6,7.7,4.6,2.3
41.7,19281001,26.2,17.6,8,3.9,1.1,0,32.1,22.2,10.3,6.1,3.1
42,19281101,23.8,15.7,5.9,3.1,1.7,0,34.1,23.4,11,6.4,2.6
40.1,19281201,26.2,18.9,10.8,6.5,2.7,0,33.6,22.3,9.4,5.3,2
38.9,19290101,25.2,18.4,9.5,6.4,3.2,0,35.8,23.4,9,4.1,1
28.8,19290201,27,19.8,10.2,6.6,3,0,44.1,31.2,13.7,7.1,2.7
34.9,19290301,30.9,21.6,11.6,7,3.4,0,34.2,24.4,11,6.3,2.4
37.9,19290401,29.5,20.7,10.2,5.6,2.3,0,32.6,21.7,10.9,6.4,3.1
35.8,19290501,30.5,21.9,11.1,5.5,2.3,0,33.8,22.3,8.8,4.3,1.5
35.2,19290601,30.6,21,7.8,3.6,1,0,34.3,22.3,9.6,4.6,1.1
37.4,19290701,32.5,21.9,9.2,5.5,2.5,0,30.1,19.9,8.3,3.6,0.8
39.4,19290801,35.8,24.2,10.9,6.4,2.6,0,24.9,14.7,4.9,1.6,0.2
38.9,19290901,29.2,20.5,11.3,7.4,3.7,0,31.9,21.6,8.4,4,1.3
36,19291001,30.3,22.3,12.4,8.2,4.6,0,33.5,22.9,9.7,5.4,2.4
33.8,19291101,32.5,25.3,16.2,12.3,7.5,0,33.6,23.2,10.2,5.9,3
38.1,19291201,33.6,23.4,11.1,6.8,3.2,0,28.3,17.4,5.9,2.4,0.6
36,19300101,35.1,25.1,12,7,3.4,0,29,19,7.3,3.4,0.9
45.2,19300201,36.6,23.6,9.4,5.2,1.8,0,18,10.2,2.9,1.1,0.2
44,19300301,37.6,24.6,10.7,5.9,2.3,0,18.3,10.5,3.2,1,0
43.1,19300401,41,24.5,8.9,4.7,1.8,0,15.8,8.3,2.7,1,0.1
51.3,19300501,27.5,15.4,4.2,2.3,1,0,21.2,11.8,4,2.1,0.6
50.6,19300601,36.8,21.5,6.3,2.9,0.6,0,12.7,5.9,1.6,0.8,0.3
41.4,19300701,51.7,34.3,15.5,8.7,3.5,0,6.9,3.6,1,0.4,0.1
36,19300801,51.2,38.6,21.7,14.8,8.5,0,12.6,6.1,1.6,0.6,0
30.4,19300901,54.6,41.5,22.3,13.3,7.3,0,15,8.7,2.6,1.1,0.1
32.9,19301001,52.3,39.5,23,16.4,10.8,0,15,8.8,2.8,1.5,0.3
33.1,19301101,47.2,36.1,22.2,16.7,11.5,0,19.6,11.8,3.8,1.5,0.3
32.8,19301201,52.2,41.6,27.3,19.6,12.9,0,14.9,8.7,2.7,1.2,0.4
31.9,19310101,53.9,42.1,26.8,20,12.6,0,14.2,8.8,2.3,0.9,0.1
28.7,19310201,58.3,48.8,34.1,25.9,16.9,0,12.9,6.9,1.7,0.6,0
28.1,19310301,55.7,46.4,32.7,23.9,14.2,0,16.1,10.9,3.6,1.7,0.7
26.1,19310401,55.7,46.3,29.9,20.8,11,0,18.3,12.1,4.4,2,0.7
26.2,19310501,59.8,49.5,30.6,18,6.3,0,14.1,9.5,3.4,1.3,0.3
20.3,19310601,66,54.6,35.1,22.9,9.8,0,13.8,8.8,3.4,2,0.9
22.9,19310701,67.2,54.3,33.7,23.6,11.5,0,10,7.2,2.9,1.2,0.5
22.1,19310801,66.2,55.7,35.6,25,14.2,0,11.8,8.3,3.1,1.6,0.5
27.6,19310901,60.5,48.7,27.1,16.7,7.4,0,11.8,8.4,4.3,2.4,0.7
31.8,19311001,54.7,42.6,22.7,13.5,5.6,0,13.6,8.9,4.7,2.9,0.9
37.1,19311101,46.2,34.6,19.3,10.6,3.9,0,16.7,10.4,3.5,1.5,0.5
39.5,19311201,37.5,27.9,14.2,7.6,3.1,0,22.9,15.9,7.7,3.6,0.8
40,19320101,27.5,19.3,8.9,5.4,2.6,0,32.5,21.2,6.2,2.2,0.4
38.8,19320201,23.4,16.3,7.7,4.7,2.6,0,37.7,26.9,12.4,5.5,1.4
40.3,19320301,17.1,10.7,4.4,2.5,1.1,0,42.6,28.8,10.1,4.6,1.6
41.8,19320401,14.4,8.9,3.8,2,1,0,43.7,28.1,9.9,3.8,1
43.6,19320501,17.8,10.5,4.6,2.7,1.1,0,38.6,22.8,6.9,3.2,0.7
44.4,19320601,14.7,8.3,2.1,0.8,0.2,0,40.9,24.7,6.9,2.6,0.7
43.6,19320701,14,7.3,2.4,1,0.2,0,42.3,27.1,8.2,3.1,0.7
44.4,19320801,15.7,8.6,2.5,0.9,0.2,0,40,24.9,8.3,3.2,0.7
48.3,19320901,26.1,16.1,5.7,2.5,0.7,0,25.6,15.5,6.4,3.5,1.3
45.9,19321001,31.2,20.4,8.1,3.7,0.9,0,23.1,14.2,5.5,2.8,0.9
40.3,19321101,38.1,25.8,11.1,6.4,2.4,0,21.6,12.4,3.9,1.5,0.2
45.4,19321201,32.5,20,5.5,2,0.3,0,22.1,13.7,5.6,3,1
46.6,19330101,28.8,17.1,5.6,2.4,0.5,0,24.6,15.3,6.1,3.2,1
44.7,19330201,28.3,17.9,7,3.4,1.3,0,26.9,17.2,7.1,3.6,1.1
42.3,19330301,33.4,22.1,9.5,5.2,2.1,0,24.3,14.9,6,2.7,0.7
39.3,19330401,32.7,21.7,8.9,4.4,1.3,0,28,17.8,7.1,3.5,0.7
37.8,19330501,30.7,20.9,8.7,4,1.3,0,31.4,20.1,7.7,3.6,1.1
37.5,19330601,38.2,27.9,12.7,7.3,3.2,0,24.5,13.9,3.5,1.1,0.1
42.9,19330701,40,26.4,10.9,6.1,2.5,0,17.3,9.4,2.1,0.5,0
44.2,19330801,34.6,21.7,7.8,4,1.3,0,21.2,12.4,3.3,1.4,0.4
41.8,19330901,40.4,26.5,10,4.8,1.1,0,17.9,10.9,3.7,1.6,0.4
34.6,19331001,48.3,35.2,17.6,8.7,2.1,0,17.1,10.1,3.2,1.3,0.4
34.3,19331101,54.5,41,20.6,11.7,4,0,11.2,6.3,2,0.8,0.2
35.7,19331201,50.9,37.6,18.6,9.4,3,0,13.4,8.2,3.1,1.7,0.8
31.6,19340101,58.3,44.3,22.9,13.5,4.7,0,10.1,6.3,2.8,2,1.2
23.2,19340201,68.1,56.5,34,22.7,10.9,0,8.7,4.9,2.2,1.3,0.6
29.6,19340301,57.8,45,23.4,13.2,5,0,12.6,8.2,3.3,1.8,0.8
27.6,19340401,62.2,50.8,29.4,18.4,8.7,0,10.3,6.4,2.9,1.7,0.7
19,19340501,75.4,64.9,44.3,32.7,19.2,0,5.5,3.7,1.6,1,0.4
18.2,19340601,77.3,64.1,40,29.8,18.2,0,4.7,3.2,1.5,0.8,0.2
18.6,19340701,78,66.3,44.1,31.6,19.2,0,3.4,2,0.8,0.3,0
24.6,19340801,70.7,59.1,38.4,26.8,16.9,0,4.6,2.7,1.1,0.6,0.2
22.4,19340901,72.3,60.7,36.5,24.7,13.1,0,5.2,2.7,0.7,0.2,0
21.3,19341001,71.7,59.5,37.8,24.4,12.3,0,6.9,3.5,0.7,0.2,0
31.8,19341101,57.9,46.7,28.3,18.7,9.9,0,10.2,5.1,0.9,0.3,0.1
33.5,19341201,56.9,46,28.1,19.7,11,0,9.8,4.3,0.5,0.1,0
34.6,19350101,51,39.9,24.4,17.4,9,0,14.4,7.3,1.1,0.3,0.1
38.3,19350201,44.1,32.7,17.8,10.9,4.3,0,17.5,9.5,1.8,0.4,0
35.5,19350301,42.6,33.3,18.6,11.8,5.8,0,22,12.7,3,0.9,0.1
39.7,19350401,30.7,22.3,10.7,6.3,2.7,0,29.5,16.6,3.8,1.1,0.1
41.5,19350501,19.3,12,4.3,1.5,0.1,0,39.3,25.6,8.7,3.5,0.7
40.8,19350601,22,13.7,4.4,2,0.4,0,37.2,22.9,8.3,3.5,0.4
39.2,19350701,20,12.3,4.1,1.7,0.3,0,40.8,26.5,10.6,5.3,1.3
42.5,19350801,23.4,13.8,5.2,2.7,0.8,0,34.1,21.8,7.2,3.3,1.2
42.1,19350901,23.1,15,7.4,4.3,1.9,0,34.8,22.7,9.6,5.2,2
44.6,19351001,28.5,18.7,8.6,5.3,2.2,0,26.9,17,6.9,3.8,1.6
44.7,19351101,27.1,17.9,8.9,5.3,1.8,0,28.2,17.8,7.2,4,1.5
45.1,19351201,31.2,20.4,10.4,7.4,3.8,0,23.6,14.1,5.1,2.5,0.8
42.5,19360101,31.5,21.1,8.8,5,2.2,0,26,16,5.2,2.4,0.8
45.8,19360201,32.2,21.5,8.8,4.4,1.4,0,22,12.1,3.4,1.4,0.4
40.2,19360301,38.9,27.3,13.4,6.9,1.9,0,20.9,13.5,4.7,2.3,0.7
36.7,19360401,45.6,33,14.5,6.8,1.9,0,17.7,11.7,4.6,2.1,0.5
34.9,19360501,49.2,36.3,20,13.2,4.5,0,15.9,9.2,2.9,1,0.3
33.8,19360601,54.4,42.6,25.7,17.1,8.2,0,11.7,6,1.2,0.2,0
31.7,19360701,50.3,43.9,32.7,25,14.4,0,18,10.3,3.4,1.4,0.2
29,19360801,49.3,43.4,34.4,28.6,20.4,0,21.8,13.2,4.3,1.7,0.3
27.6,19360901,44.6,38.4,27.7,20.4,12.3,0,27.8,17.9,5.9,2.4,0.4
26.6,19361001,50.6,41.6,27.6,18.9,10.4,0,22.7,15.5,4.9,1.7,0.2
24.1,19361101,62.7,53.5,37.1,27.6,16.4,0,13.2,8.2,1.8,0.6,0.1
25.6,19361201,57.8,47.4,29.8,21.4,12.3,0,16.7,11.4,4.3,1.7,0.2
33.7,19370101,40.7,32.7,22,16.2,8.9,0,25.7,17,6,2.5,0.4
32.1,19370201,36.8,30.4,20,14.4,8.3,0,31.1,22.2,9.6,4,0.8
33,19370301,33,26.6,15.9,9.9,4.3,0,34.1,23.5,9.1,3.9,0.7
35,19370401,27.1,18.7,8,3.7,0.9,0,37.8,24.5,8.2,3.7,0.8
32.7,19370501,28.1,21.1,9.9,5.2,2,0,39.3,25,7.1,2.3,0.3
37.7,19370601,29,19.6,8,3.4,1.2,0,33.4,21.7,7.5,3.3,0.8
42.4,19370701,25.6,17.1,6.8,2.8,0.7,0,32,18.8,6.3,3.2,0.9
38.9,19370801,22.2,14.9,6.5,3.2,0.8,0,38.9,26.5,10.4,5.3,2
42.1,19370901,26.2,17.9,7.1,2.8,0.6,0,31.7,19.2,6,2.6,0.7
40.5,19371001,34.7,22.9,7.9,3.1,0.5,0,24.7,15,4.6,1.9,0.4
41,19371101,38.3,25.3,9.5,4,0.7,0,20.7,13,5.8,3.1,1
41.9,19371201,36.2,24.5,8.6,3.6,0.8,0,21.9,14.2,6.5,3.5,0.9
45.9,19380101,35.3,22.1,7.1,2.7,0.7,0,18.7,10.7,2,0.5,0.2
44.4,19380201,29.4,17.6,5.2,2.5,0.6,0,26.3,17.1,6.8,2.7,0.5
40.1,19380301,26.7,16.5,5.1,2,0.3,0,33.1,23,9.8,4.3,1.2
47.5,19380401,21.6,11.7,3.6,1.8,0.6,0,30.9,19.8,7.7,3.6,0.6
47.4,19380501,12.8,5.8,1,0.3,0,0,39.7,25.4,8.9,3.7,0.3
43.7,19380601,9.6,4,0.5,0.1,0,0,46.7,29.3,9.9,4.8,1.1
41.5,19380701,9.8,4.9,0.9,0.2,0,0,48.7,34,13.6,6.7,1.9
40.2,19380801,12.7,7.7,2.8,1.4,0.2,0,46.9,31.6,12,5.9,1.9
41.9,19380901,13.7,7.8,2.5,1.2,0.3,0,44.4,29.8,13.1,7.4,2.7
43.5,19381001,18.7,10.1,2.7,1.2,0.3,0,37.7,27.5,15.6,9.2,3.4
42.9,19381101,22.2,11.9,3.5,1.3,0.2,0,34.8,24.3,11.9,6.1,1.6
42.7,19381201,34,21.8,7.3,2.9,0.7,0,23.4,15,6,2.5,0.6
43.3,19390101,32.4,20.7,7.8,3.4,0.9,0,24.4,14.4,5.5,2.7,0.9
42.9,19390201,31.5,20.3,7,2.8,0.4,0,25.6,15.8,6,3.3,1.4
42.8,19390301,36.5,24.8,8.1,3.1,0.4,0,20.7,12.5,4.7,2.4,0.7
39.6,19390401,44.7,33.8,16.4,8.5,2.7,0,15.8,9.1,2.8,0.9,0.1
39.8,19390501,46.1,33.4,13.4,5.5,1.2,0,14.1,7.2,1,0.3,0.1
45.5,19390601,42.3,27.6,9.7,4.1,0.7,0,12.3,5.9,1.9,1,0.4
40.5,19390701,42.5,30.1,12.2,5.9,1.6,0,17.1,9.3,2.7,0.9,0.1
37.6,19390801,42.5,30.4,14.6,8.4,2.6,0,19.9,11.9,3.8,1.5,0.2
36,19390901,45.3,32.2,13.6,6.5,2,0,18.8,11.6,3.8,1.6,0.3
34.9,19391001,50.7,37.5,16.5,8.2,2.8,0,14.5,8.1,2.4,0.8,0.1
27.3,19391101,65.4,52.1,30.8,20.6,11.1,0,7.2,4.4,1.2,0.2,0
25.2,19391201,68.7,53.7,30.3,18.5,8.1,0,6,3.4,0.8,0.1,0
27,19400101,66.4,52.5,29.2,17.6,6.6,0,6.6,2.8,0.5,0.1,0
35.3,19400201,51.7,37.4,17.5,9.3,2.9,0,13.1,7.4,1.1,0.2,0
26,19400301,60.4,49.1,29.5,17.4,5.5,0,13.7,8.2,1.4,0.2,0
34.2,19400401,47.7,35.4,15.9,8,2.4,0,18.1,10.4,1.9,0.5,0
32.9,19400501,51.6,41.6,22.1,12.5,4.7,0,15.5,7.2,0.4,0,0
39.8,19400601,45.9,31.8,11.2,4.5,0.8,0,14.3,6.5,0.7,0.1,0
41.9,19400701,44.4,31.4,12.6,6,1.3,0,14,6.5,0.9,0.1,0
45.8,19400801,30.3,18.7,6.4,2.9,0.9,0,23.7,13.7,3.5,1.1,0.2
42.8,19400901,28.7,18.9,7.5,3.7,1.2,0,28.7,17.3,6.5,2.7,0.4
43.1,19401001,28,18.4,7.8,3.8,0.9,0,28.8,17.7,7.2,3.9,1.4
46.2,19401101,29.1,19.1,7.1,3.1,0.5,0,24.9,14.5,3.9,1.4,0.3
42.1,19401201,26.9,17,6,2.7,0.7,0,31.1,20.4,9,4.5,1.5
38.3,19410101,34.6,23.1,9.4,5.2,1.9,0,27.1,18.9,7.9,3.6,1.1
35.7,19410201,33,22.2,10.2,6.2,2.2,0,31.2,23.2,12.3,6.7,1.8
34,19410301,35.1,26.3,13.9,8.6,4.8,0,30.8,22.8,13.2,8.2,2.8
25.3,19410401,30.7,24.2,15.5,10.5,5.2,0,43.8,33.8,20.3,13.8,7.3
19.8,19410501,35.9,31.2,22.5,17.5,11,0,44.4,37.8,25.6,18.7,9.9
19.9,19410601,30.2,25.3,15.8,11.1,6.1,0,49.8,42,29.7,22.3,13.1
26.2,19410701,26.4,19.7,10.3,6,2.2,0,47.5,40.4,29.5,24.1,16.5
20.6,19410801,30.3,24.3,14,8.3,3.6,0,49.1,42.4,30.6,23.7,15.2
17.5,19410901,28.1,23.5,15.7,11.2,6.3,0,54.3,47,33.6,25,14.2
16.2,19411001,21.7,17.7,10.6,6.9,2.6,0,62,54.7,39.6,31.4,21.2
19.6,19411101,19.1,15,8.5,5,1.8,0,61.4,52.7,37.2,27.9,17.7
17.9,19411201,14.7,10.7,5,2.4,0.8,0,67.5,59.4,42,29.3,16
23.6,19420101,16.1,10.9,4.8,2.4,0.6,0,60.4,48.4,28.4,18.3,9.6
27.1,19420201,11.3,6.8,2.4,0.9,0.1,0,61.6,50.2,28.8,17.8,7.6
34.1,19420301,11.7,5.7,1.3,0.4,0.1,0,54.2,40.9,20.4,11.7,4.7
28.2,19420401,15.4,11.4,6.9,4.5,1.9,0,56.5,45.7,29.2,20.8,9.7
27.2,19420501,15,10.9,5.6,3.2,0.9,0,57.6,45.8,27.4,17.6,7.3
36.6,19420601,13.1,7.7,2.9,1.1,0.2,0,50.3,35.5,15.7,8.9,3.6
44.3,19420701,25.3,15,4.3,1.7,0.4,0,30.4,17.6,5.5,2.5,0.7
45.8,19420801,17,9.2,2.3,0.9,0.1,0,37.3,22.5,6.4,2.5,0.6
40.9,19420901,23.2,14.9,5.9,2.8,0.9,0,35.9,22.8,7.7,3.4,0.8
40.8,19421001,20.2,11.7,3.5,1.3,0.2,0,39,26.3,10.6,5.3,1.4
39.7,19421101,17.5,10.6,3.5,1.5,0.4,0,42.8,28.7,10.6,4.9,1
33,19421201,16.7,10.7,3.5,1.5,0.4,0,50.3,36.2,15.6,7.4,1.9
32.9,19430101,18.4,12.8,5.5,2.6,0.5,0,48.7,34.2,14.2,7.2,2.1
39.3,19430201,21.6,14.7,6,2.6,0.3,0,39,24.6,7.4,3,0.6
40.7,19430301,21.7,14.2,5.5,2.6,0.7,0,37.8,24.1,7,2.4,0.5
39.6,19430401,22.1,13.9,5.6,2.5,0.5,0,38.3,23.9,7.7,3,0.8
42.6,19430501,22.2,13.5,4.7,1.9,0.6,0,35.2,23.2,8.8,4.1,1.1
42.3,19430601,19.5,11.6,4,1.7,0.6,0,38.1,25.4,9.2,3.9,1
39.7,19430701,23.8,15.8,6.7,3.5,0.9,0,36.6,24.6,8.6,3.6,0.9
42.6,19430801,25.4,16.2,7,3.2,0.8,0,32.1,19.6,6.2,2.2,0.4
46.5,19430901,34.4,22.7,10.3,5.1,1.1,0,19,10.4,2.6,0.6,0
48.7,19431001,36.5,23.1,8.4,3.6,0.8,0,14.8,7.1,1.2,0.2,0
50.4,19431101,35.9,21.8,7,2.6,0.4,0,13.7,6.7,1.5,0.4,0.1
41.6,19431201,47.4,31.6,10.3,4.3,1.1,0,10.8,5,1,0.3,0
41.6,19440101,46.5,33.6,13.9,6.6,1.9,0,11.8,5.6,0.9,0.2,0
41.8,19440201,44.9,31.3,13.9,6.9,1.9,0,13.3,7.2,1.6,0.5,0.1
41,19440301,47.2,33.4,16.4,9.5,3.4,0,11.8,5.2,1.1,0.4,0.1
39.6,19440401,38,26.3,11.5,6.5,2.6,0,22.5,12.8,3,0.8,0.1
39.5,19440501,33.9,23,10.4,5.9,2.3,0,26.6,15.5,4.6,2,0.5
45.7,19440601,19.8,12.6,5.3,2.7,0.7,0,34.4,22.8,8.5,4,1.2
40.1,19440701,24.6,17.5,9,5.7,2.7,0,35.3,23.1,9.2,4.7,1.8
34,19440801,23.8,16.6,7.7,4.6,2.1,0,42.2,30,15,8.2,2.9
40.5,19440901,19,11.6,4.1,1.7,0.4,0,40.5,28,12.2,6,1.7
45.1,19441001,19.7,11.3,3.7,1.8,0.5,0,35.1,22.1,8.2,3.5,0.8
44.2,19441101,20,11.8,3.6,1.4,0.3,0,35.8,23.4,9.3,4.2,0.9
41.6,19441201,25.9,17.3,7.1,3.3,0.6,0,32.5,20.4,6.9,2.7,0.5
40.5,19450101,35.4,26.6,15,9.2,3.1,0,24.3,15.3,5.5,2.4,0.6
43.4,19450201,29.5,20.8,9.6,5,1.9,0,27.1,16.5,6,2.6,0.7
45.2,19450301,28.7,18.7,7,3.6,1.1,0,26.2,15.7,4.9,1.9,0.4
43.3,19450401,23.7,13.5,4.5,2,0.5,0,33,22.4,9.3,4.9,1.6
50.6,19450501,20.2,10.9,3,1.2,0.3,0,29.2,17,4.4,1.5,0.2
45.5,19450601,19.6,10.8,2.7,1.1,0.3,0,34.9,22.5,9.4,4.9,2.4
42.5,19450701,13.7,7,2.1,1.1,0.3,0,43.7,30.6,14.1,7.9,3.8
42,19450801,18.3,9.9,2.8,1.1,0.3,0,39.8,28.3,13.1,7.7,4
36.7,19450901,13.7,7.2,2.3,1.3,0.3,0,49.6,36.8,18.4,10.9,5.6
34.1,19451001,14,7.3,2.3,1,0.3,0,51.9,38.9,20.4,12.6,6.2
35.6,19451101,15.7,8.5,2.8,1.2,0.3,0,48.8,35.8,17.4,10.6,5.1
33.9,19451201,17.5,10.4,3.6,1.5,0.5,0,48.7,35,15.1,7.3,2
36.3,19460101,18.3,11.1,3.4,1.5,0.4,0,45.4,31.5,11.3,5.3,1.5
40.3,19460201,17.8,10.1,2.9,1.2,0.3,0,41.9,28.8,12.4,5.8,1.6
46.6,19460301,16.5,8.9,2.6,1.1,0.2,0,36.8,23.7,8.8,3.8,0.9
51.7,19460401,22.8,11.8,2.9,0.8,0.1,0,25.2,14.2,4.1,1.8,0.3
44.6,19460501,22.7,13.2,3.4,0.8,0,0,32.7,21.1,7.6,3.4,0.7
47.3,19460601,29.3,17.9,5,1.6,0.1,0,23.5,13.8,4.9,2.1,0.3
42.8,19460701,32.5,20.1,6.9,3.1,0.8,0,24.8,15.5,5.9,2.4,0.4
48.2,19460801,29.2,16.5,5.4,2,0.5,0,22.6,14.4,6.7,3.3,0.9
46.1,19460901,30.3,19.2,7,2.9,0.6,0,23.6,15,7,3.9,1.1
46.7,19461001,21.6,12.9,5.1,2.7,0.6,0,31.8,19.2,5.9,2.3,0.6
39,19461101,17.3,10.6,3.7,1.7,0.4,0,43.6,30.3,11.4,4.6,1
43.3,19461201,19.1,10.8,2.8,1.2,0.2,0,37.6,25.2,8.4,3,0.7
42.2,19470101,13.8,7.2,1.3,0.3,0,0,43.9,30.8,12.4,5.9,1.6
42.9,19470201,25.3,14.4,3.3,1,0.1,0,31.7,20,6.8,2.5,0.4
42.4,19470301,27.4,16.3,4.6,1.8,0.3,0,30.2,20.1,7.9,4,1.1
41,19470401,20.9,12.3,3.5,1.4,0.3,0,38.1,25.6,10,4.6,1.6
39.8,19470501,19.4,11.6,2.8,1,0.2,0,40.7,25.8,9.1,4.5,1.9
36.1,19470601,18.5,10.9,2.8,1,0.2,0,45.4,32.6,16.3,9.2,3.2
40.6,19470701,29.4,17.8,6.1,2.8,0.4,0,30.1,20.3,7,3.3,1.1
42,19470801,36.4,24.2,9.5,4.5,1.4,0,21.7,13.3,5.8,3,1.2
41.2,19470901,37.4,24.7,11.9,7.7,3.2,0,21.4,13.8,5.6,2.8,1.2
38.1,19471001,38,26.9,12.3,7.1,2.2,0,23.8,16,6.4,3.3,1.2
42.1,19471101,25.9,17,7.4,3.8,0.9,0,32.2,22.6,10.8,6.1,2.7
42.5,19471201,24.5,15.9,5.7,2.6,0.5,0,32.8,22.7,10.7,5.7,2.6
40.8,19480101,31.6,20,8.3,4.4,1.6,0,27.6,20,9.6,5.6,2.2
37.4,19480201,31.6,21,9.7,6,2.7,0,30.9,22.7,11.9,7,2.6
37.7,19480301,38.9,26.7,10.6,5.7,2.5,0,23.4,16.3,8.2,4.9,2
39.9,19480401,31.3,19.7,7.4,3.9,1.8,0,28.8,20.9,11.2,6.4,2.9
40.9,19480501,33.3,22,5.9,1.5,0.3,0,25.7,17.5,9.4,5.9,3.2
46.3,19480601,20.9,12.3,3.5,1.4,0.4,0,32.7,21.3,9.6,6.2,3.5
45,19480701,19,10.7,2.6,0.8,0.1,0,35.9,23.7,9.9,5.5,3
42,19480801,27.7,16.3,5,2,0.5,0,30.2,19.5,7.7,4.3,1.8
39.9,19480901,33,22.1,9.3,4.8,1.7,0,27.2,17.9,8.2,4.7,2.4
42.8,19481001,31.9,21.3,8.5,4.4,1.6,0,25.4,16.5,6.8,4,2.1
36.6,19481101,32.6,22.4,10.4,5.7,1.9,0,30.8,21.3,10.5,6.3,2.6
37.7,19481201,32.9,22.8,8.9,4.1,1.3,0,29.4,20.1,9.6,5.4,2.2
41.3,19490101,21.3,11.9,3.8,2,0.6,0,37.3,24.5,8.6,4.1,1.4
37.7,19490201,19.7,12.3,3.3,1.1,0.2,0,42.6,28.7,11.2,5.4,1.6
43.7,19490301,22.9,13.1,3.4,1.1,0.2,0,33.4,21.4,9.2,5.2,1.7
42.7,19490401,30.8,19,6.4,2.8,0.9,0,26.5,16.7,6.7,3.4,0.9
45.2,19490501,22.8,11.6,2.4,0.8,0.2,0,32,20.3,7.3,2.8,0.5
38.1,19490601,17.6,9.6,2.8,1.2,0.3,0,44.3,31.6,13.1,5.9,1
34.2,19490701,14.3,7.5,1.7,0.6,0.1,0,51.5,37.9,18.2,10.3,3.5
39,19490801,18.1,11.2,3.9,1.7,0.5,0,42.6,28.6,9.4,4.2,1.2
37.3,19490901,24.5,15.9,7.3,4.5,1.6,0,38.3,25.1,7.6,3.2,0.7
38.7,19491001,28.6,19.7,7.8,3.9,1.3,0,32.6,19.1,5.9,2.2,0.5
42,19491101,36.1,25.2,11,5.3,1.2,0,21.8,11.5,3,1,0.2
42.2,19491201,36,25.6,12.1,6.5,2.2,0,21.7,12,3.1,1,0.2
42.3,19500101,26.2,16.1,4.9,1.9,0.4,0,31.6,20.7,8.9,4.2,1.1
38.6,19500201,31.5,21.1,8.4,4,1.2,0,29.9,21.1,10.6,6.9,3.4
35.8,19500301,35.8,23.3,7.9,3.7,1.2,0,28.3,20.2,10.3,5.7,2
34.9,19500401,41.3,29.8,13.4,7.1,2.4,0,23.8,16.4,8.2,4.9,2.4
34.4,19500501,39.8,28.3,14.2,8,3.5,0,26,19,9.9,5.9,2.5
30.4,19500601,41.7,30.3,16.7,9.9,3.9,0,28,21.1,11.9,7.7,4
39.7,19500701,31.2,20.3,8.2,4,1.2,0,29.3,20.5,9.5,5.3,1.8
36.3,19500801,28.8,20.1,9.4,5.2,2.2,0,34.8,26.1,15,9.9,4.9
37.3,19500901,25.9,17.1,7,3.7,1.3,0,37,27.5,15.7,10.7,6
40.7,19501001,30.4,20.3,9.8,6.1,3,0,28.9,19.3,8.1,4,0.9
41.7,19501101,29.5,19.9,10,6.3,3.1,0,28.9,17.9,6.6,2.8,0.5
43,19501201,32.1,21.9,11.2,7.2,3.7,0,25,15.3,4.6,1.7,0.6
37.9,19510101,32.2,22.7,10.3,6,2.7,0,29.9,19.6,7.2,3.2,0.7
31.5,19510201,33.9,25.7,12.6,6.9,2.9,0,34.6,24.5,11,5.1,1.2
33.9,19510301,29.8,21.8,11.7,6.6,3,0,36.3,24.9,10,4.6,1.1
31.8,19510401,40,30.4,17,10.4,4.5,0,28.1,19.2,7.1,3,0.5
32.4,19510501,41.4,30.9,15,7.6,1.7,0,26.2,16.4,5.5,2.2,0.5
30,19510601,43.2,33.6,16.6,9,2.9,0,26.9,19.1,8.6,4.5,1.4
32.2,19510701,38.7,29,14.6,7.8,2.5,0,29.1,20.8,10.5,6.2,2.7
38.6,19510801,33,23.1,10.3,5.1,1.1,0,28.4,20.8,11.4,7.4,3.6
37.5,19510901,32.7,20.8,7.8,3.9,1,0,29.8,20.7,10.8,7.4,4.3
36.3,19511001,31.9,20.8,7.8,3.7,1.2,0,31.7,23.4,12.7,8,4.3
40.6,19511101,28.1,18.2,7,3.3,1.1,0,31.3,22.3,11.1,6.9,2.9
35.5,19511201,22.2,15.7,7.3,3.9,1.4,0,42.2,30.7,13.8,8.1,3.3
32.3,19520101,21.7,15.7,8.1,4.8,2.2,0,46.1,34.2,16.8,9.2,3.2
